index,hwc_npr,mgc_npr,winner,hwc_logrank,mgc_logrank,hwc_perturbed_logrank,mgc_perturbed_logrank
375,1.109105,1.428637,MGC,0.983486,0.412813,1.090789,0.589760
376,1.531406,1.989436,MGC,0.608437,0.292149,0.931763,0.581211
377,1.093501,1.384187,MGC,1.552458,0.373543,1.697615,0.517053
378,1.198551,1.349826,MGC,0.985847,0.704422,1.181588,0.950847
379,1.173729,1.262738,MGC,0.804276,0.530114,0.944002,0.669396
380,1.294778,1.765181,MGC,0.678466,0.318952,0.878463,0.563008
381,1.187608,1.461510,MGC,0.765533,0.401163,0.909153,0.586304
382,1.214399,1.555610,MGC,0.511683,0.269187,0.621387,0.418750
383,1.601407,1.861480,MGC,0.311700,0.233687,0.499158,0.435005
384,1.229275,1.443345,MGC,0.612268,0.470214,0.752645,0.678682
385,1.169892,1.744404,MGC,0.983098,0.337520,1.150118,0.588771
386,1.004843,1.397502,MGC,0.981360,0.360804,0.986113,0.504224
387,1.228302,1.941629,MGC,0.729993,0.309798,0.896651,0.601513
388,1.299906,1.725964,MGC,0.513582,0.185296,0.667608,0.319815
389,1.168242,1.756696,MGC,1.166846,0.271316,1.363159,0.476619
390,1.243223,1.520111,MGC,0.751214,0.533779,0.933926,0.811403
391,1.214356,1.963233,MGC,0.533289,0.169741,0.647602,0.333242
392,1.234362,1.701513,MGC,0.654143,0.430310,0.807450,0.732179
393,1.318100,1.166777,HWC,0.659307,0.823365,0.869033,0.960684
394,1.502854,1.535677,MGC,0.418657,0.416418,0.629180,0.639484
395,1.612136,1.549923,HWC,0.292973,0.361819,0.472312,0.560792
396,1.221236,1.510019,MGC,0.709230,0.579282,0.866137,0.874726
397,1.177100,1.301314,MGC,0.689508,0.590449,0.811620,0.768360
398,1.335704,1.721045,MGC,0.533609,0.406258,0.712744,0.699189
399,1.130525,1.387546,MGC,0.982605,0.462093,1.110859,0.641175
400,1.298834,1.728973,MGC,0.621382,0.324981,0.807071,0.561884
401,1.313853,1.542745,MGC,0.465427,0.444744,0.611502,0.686127
402,1.496087,1.785377,MGC,0.442936,0.270397,0.662671,0.482760
403,1.151703,1.697822,MGC,0.628811,0.353322,0.724203,0.599878
404,1.324017,1.865773,MGC,0.536068,0.305447,0.709764,0.569896
405,1.310050,1.628714,MGC,0.448146,0.261107,0.587094,0.425268
406,1.128344,1.097709,HWC,1.152130,1.321167,1.299999,1.450257
407,1.360858,1.282369,HWC,0.659744,0.583879,0.897818,0.748748
408,1.550831,1.665800,MGC,0.279186,0.256167,0.432970,0.426723
409,1.152817,1.719422,MGC,0.480848,0.149175,0.554329,0.256494
410,1.246488,1.433514,MGC,0.648199,0.239917,0.807972,0.343925
411,1.108377,1.322875,MGC,0.975378,0.379418,1.081087,0.501922
412,1.128766,1.371906,MGC,0.916138,0.544909,1.034106,0.747565
413,1.202521,2.109150,MGC,0.902412,0.226544,1.085169,0.477814
414,1.521536,1.620949,MGC,0.418935,0.275981,0.637425,0.447350
415,1.668543,1.215559,HWC,0.252823,0.616552,0.421846,0.749456
416,1.136370,1.560175,MGC,0.971681,0.290007,1.104189,0.452462
417,1.151868,2.359948,MGC,1.090255,0.184475,1.255829,0.435352
418,1.184360,2.218355,MGC,0.781378,0.223312,0.925432,0.495385
419,1.224314,1.599867,MGC,0.754951,0.395507,0.924297,0.632758
420,1.417234,1.230198,HWC,0.855717,0.861159,1.212751,1.059397
421,1.301408,1.775159,MGC,0.686263,0.292353,0.893108,0.518973
422,1.421932,1.572741,MGC,0.507036,0.393934,0.720970,0.619557
423,1.347875,1.794142,MGC,0.512500,0.269546,0.690785,0.483604
424,1.432709,1.794988,MGC,0.384604,0.259671,0.551025,0.466107
425,1.109729,1.597177,MGC,1.052859,0.243464,1.168388,0.388855
426,1.227927,1.790345,MGC,0.803963,0.257496,0.987207,0.461007
427,1.672717,1.719808,MGC,0.246782,0.243932,0.412796,0.419516
428,1.270866,1.521020,MGC,0.504028,0.312382,0.640552,0.475139
429,1.150324,1.596898,MGC,0.972764,0.371115,1.118993,0.592632
430,1.103106,1.589647,MGC,1.042347,0.234227,1.149819,0.372338
431,1.169119,1.448430,MGC,0.736850,0.391234,0.861466,0.566675
432,1.184494,1.500533,MGC,0.626798,0.331647,0.742438,0.497647
433,1.425821,1.714656,MGC,0.461211,0.355069,0.657604,0.608822
434,1.251627,1.514068,MGC,0.775899,0.480956,0.971136,0.728200
435,1.148725,1.621834,MGC,0.834138,0.300604,0.958196,0.487531
436,1.136619,1.638956,MGC,0.867182,0.230614,0.985655,0.377966
437,1.479134,1.924104,MGC,0.439576,0.357585,0.650193,0.688030
438,1.558420,1.567033,MGC,0.224515,0.253360,0.349889,0.397023
439,1.116481,3.166213,MGC,0.685425,0.115797,0.765263,0.366639
440,1.230406,1.296456,MGC,0.520844,0.526535,0.640849,0.682630
441,1.184156,1.836909,MGC,1.150399,0.227179,1.362251,0.417307
442,1.287787,1.435507,MGC,0.579334,0.401775,0.746059,0.576751
443,1.223115,1.500077,MGC,0.880155,0.464874,1.076531,0.697347
444,1.386538,1.955906,MGC,0.564162,0.262544,0.782232,0.513512
445,1.127710,2.042095,MGC,0.691692,0.185472,0.780027,0.378751
446,1.436820,1.435471,HWC,0.464338,0.499382,0.667171,0.716848
447,1.342371,1.536952,MGC,0.541991,0.390227,0.727553,0.599760
448,1.338017,2.148461,MGC,0.656867,0.225336,0.878900,0.484125
449,1.353746,2.043476,MGC,0.571510,0.125367,0.773680,0.256184
450,1.302576,1.788766,MGC,0.697957,0.244866,0.909143,0.438008
451,1.125669,1.724588,MGC,0.860653,0.240570,0.968810,0.414884
452,1.260240,1.599877,MGC,0.608352,0.293812,0.766670,0.470063
453,1.176300,1.354038,MGC,0.866418,0.346276,1.019167,0.468871
454,2.033613,1.580451,HWC,0.265918,0.366114,0.540774,0.578625
455,1.319381,2.637548,MGC,0.495801,0.124127,0.654150,0.327392
456,1.426015,2.140474,MGC,0.506661,0.220198,0.722507,0.471328
457,1.134993,1.573601,MGC,0.882834,0.359489,1.002010,0.565692
458,1.073129,1.678826,MGC,1.300040,0.281087,1.395111,0.471896
459,1.344400,1.634476,MGC,0.612194,0.430027,0.823033,0.702869
460,1.620859,1.804738,MGC,0.255604,0.209661,0.414298,0.378384
461,1.148287,1.304217,MGC,1.301116,0.691225,1.494054,0.901507
462,1.375657,2.194942,MGC,0.514076,0.217234,0.707192,0.476816
463,1.397654,1.549147,MGC,0.547872,0.529792,0.765736,0.820727
464,1.324310,1.730919,MGC,0.568625,0.293366,0.753036,0.507792
465,1.283610,1.934032,MGC,0.602563,0.219131,0.773456,0.423806
466,1.328388,1.656575,MGC,0.592138,0.339315,0.786589,0.562101
467,1.184436,1.395817,MGC,0.496136,0.242451,0.587641,0.338417
468,1.230429,1.557848,MGC,0.612702,0.381260,0.753886,0.593944
469,1.161731,1.645997,MGC,0.880608,0.336661,1.023030,0.554143
470,1.148401,1.553815,MGC,1.216628,0.402444,1.397176,0.625323
471,1.202014,1.402190,MGC,0.450498,0.591543,0.541505,0.829456
472,1.270686,1.678261,MGC,0.767816,0.220277,0.975653,0.369682
473,1.335377,2.401559,MGC,0.646800,0.202050,0.863722,0.485236
474,1.401014,1.902030,MGC,0.555421,0.241622,0.778152,0.459571
475,1.142167,1.369510,MGC,0.929065,0.535464,1.061148,0.733324
476,1.175250,1.542083,MGC,0.760744,0.311727,0.894064,0.480710
477,1.235336,1.368747,MGC,0.790230,0.571270,0.976200,0.781923
478,1.538129,1.764868,MGC,0.262523,0.234439,0.403794,0.413755
479,1.189026,1.340770,MGC,0.755405,0.477279,0.898196,0.639922
480,1.386996,1.591100,MGC,0.550680,0.375861,0.763791,0.598032
481,1.188915,1.388024,MGC,1.014096,0.392810,1.205674,0.545230
482,1.125352,1.392281,MGC,0.539217,0.183439,0.606809,0.255399
483,1.343252,1.437137,MGC,0.328762,0.291976,0.441610,0.419609
484,1.082033,1.633880,MGC,1.497625,0.344337,1.620479,0.562606
485,1.243298,2.236330,MGC,0.743445,0.149042,0.924323,0.333307
486,1.359963,2.059623,MGC,0.428546,0.183355,0.582807,0.377643
487,1.175329,1.354707,MGC,0.862918,0.414867,1.014212,0.562024
488,1.180940,1.750348,MGC,0.665211,0.258372,0.785574,0.452241
489,1.077655,1.495492,MGC,1.211197,0.303895,1.305253,0.454473
490,1.362258,1.955952,MGC,0.525002,0.191589,0.715189,0.374738
491,1.419499,1.847391,MGC,0.448801,0.304157,0.637073,0.561897
492,1.213186,1.689076,MGC,0.844116,0.325077,1.024070,0.549079
493,1.448305,2.814757,MGC,0.553522,0.130757,0.801669,0.368048
494,1.228104,1.738810,MGC,0.987779,0.302615,1.213095,0.526190
495,1.105682,1.457976,MGC,1.099232,0.451514,1.215401,0.658296
496,1.144693,2.264120,MGC,0.745835,0.161075,0.853753,0.364692
497,1.130178,2.547656,MGC,1.377231,0.144879,1.556516,0.369102
498,1.192302,1.318608,MGC,0.685657,0.662576,0.817511,0.873678
499,1.152777,1.265630,MGC,0.985260,0.564916,1.135785,0.714975
500,1.176989,1.428532,MGC,0.995357,0.521513,1.171524,0.744997
501,1.078434,1.616562,MGC,1.091935,0.322005,1.177579,0.520542
502,1.213869,1.820948,MGC,0.769708,0.245794,0.934325,0.447578
503,1.204866,1.448202,MGC,0.965290,0.294308,1.163045,0.426217
504,1.580855,1.513403,HWC,0.346649,0.502852,0.548002,0.761018
505,1.208829,1.328307,MGC,0.814994,0.532907,0.985188,0.707864
506,1.146518,2.214292,MGC,0.941590,0.157716,1.079550,0.349229
507,1.414094,1.375830,HWC,0.268673,0.340932,0.379929,0.469064
508,1.353040,1.798662,MGC,0.633107,0.288559,0.856619,0.519021
509,1.420340,1.574621,MGC,0.194819,0.236920,0.276710,0.373059
510,1.376932,1.868858,MGC,0.409037,0.180338,0.563216,0.337026
511,1.184013,1.410861,MGC,0.937664,0.420903,1.110206,0.593835
512,0.994141,1.338280,MGC,1.091883,0.358021,1.085485,0.479132
513,1.252812,1.688518,MGC,0.609448,0.323658,0.763523,0.546503
514,1.442424,1.376429,HWC,0.529602,0.361984,0.763911,0.498245
515,1.211410,1.871477,MGC,0.766252,0.212206,0.928245,0.397139
516,1.474476,1.445020,HWC,0.578284,0.333903,0.852666,0.482497
517,1.177476,1.092893,HWC,0.684288,0.968007,0.805733,1.057928
518,1.683547,2.128658,MGC,0.234648,0.210523,0.395041,0.448131
519,1.209280,2.110828,MGC,0.799589,0.223600,0.966927,0.471982
520,1.338240,1.707285,MGC,0.430423,0.335145,0.576010,0.572187
521,1.227692,2.010645,MGC,0.493780,0.150168,0.606210,0.301934
522,1.101574,1.412062,MGC,1.419232,0.417758,1.563388,0.589900
523,1.277942,1.943410,MGC,0.568295,0.251319,0.726248,0.488415
524,1.166959,2.008130,MGC,0.604769,0.252397,0.705741,0.506845
525,1.259572,3.056565,MGC,0.639966,0.121887,0.806084,0.372556
526,1.241409,1.291170,MGC,0.518046,0.694152,0.643107,0.896268
527,1.175568,2.182190,MGC,1.186395,0.263636,1.394688,0.575303
528,1.381948,1.458198,MGC,0.445939,0.492220,0.616265,0.717754
529,1.392677,1.735144,MGC,0.509074,0.315871,0.708976,0.548083
