line_num,human_npr,lm_npr,winner,human_logrank,lm_logrank,human_perturbed_logrank,lm_perturbed_logrank
1148,1.289567,4.315048,MGC,0.643768,0.092290,0.830183,0.398237
1149,1.340662,1.673809,MGC,0.654231,0.452282,0.877103,0.757034
115,1.482611,1.699300,MGC,0.617344,0.444862,0.915281,0.755955
1150,1.703654,1.994554,MGC,0.595980,0.524616,1.015343,1.046375
1151,1.368695,2.245444,MGC,0.632308,0.287293,0.865436,0.645101
1152,1.452842,1.573809,MGC,0.601735,0.764907,0.874226,1.203817
1153,1.313957,1.920779,MGC,0.701117,0.274049,0.921237,0.526387
1154,1.677782,2.194967,MGC,0.577658,0.324244,0.969184,0.711704
1156,1.399359,1.270763,HWC,0.534649,1.139919,0.748166,1.448567
1159,1.314245,1.394106,MGC,0.608463,0.838245,0.799670,1.168603
116,1.722929,1.593100,HWC,0.511186,0.640033,0.880736,1.019637
1161,1.256849,1.434468,MGC,1.026810,0.947383,1.290546,1.358991
1162,1.469276,1.705743,MGC,0.514283,0.504107,0.755624,0.859877
1163,1.361988,1.543531,MGC,0.621291,0.485808,0.846191,0.749860
1164,1.684890,1.860626,MGC,0.432574,0.407819,0.728839,0.758799
1166,1.345769,1.627415,MGC,0.764287,0.568397,1.028554,0.925018
1168,1.481879,1.479638,HWC,0.625056,0.694257,0.926257,1.027249
117,1.661053,1.685262,MGC,0.437755,0.447057,0.727134,0.753408
1170,1.423336,1.828307,MGC,0.558283,0.402542,0.794625,0.735971
1171,1.503698,1.413593,HWC,0.594703,0.818209,0.894254,1.156614
1174,1.768933,1.870690,MGC,0.349880,0.385831,0.618915,0.721771
1175,1.329574,1.840498,MGC,0.680460,0.264436,0.904723,0.486694
1177,1.517304,1.533564,MGC,0.575520,0.821842,0.873239,1.260347
1178,1.686260,1.751711,MGC,0.503363,0.476663,0.848800,0.834976
118,1.374134,1.484120,MGC,0.573079,0.599131,0.787486,0.889183
1180,1.470665,1.783724,MGC,0.737381,0.519436,1.084440,0.926530
1181,1.291395,1.631362,MGC,0.728592,0.401634,0.940900,0.655210
1182,1.374564,1.442940,MGC,0.623684,0.812277,0.857293,1.172067
1183,1.393297,1.533901,MGC,0.619438,0.762239,0.863061,1.169199
1184,1.309388,1.437989,MGC,0.926326,0.747632,1.212920,1.075087
1186,1.464808,1.414394,HWC,0.758315,0.934968,1.110785,1.322413
1188,1.634881,1.387473,HWC,0.463144,0.890656,0.757185,1.235762
1189,1.249118,1.833660,MGC,1.102062,0.403833,1.376606,0.740492
119,1.392747,1.299692,HWC,0.880395,1.179597,1.226168,1.533113
1191,1.414904,1.623473,MGC,0.656207,0.540638,0.928470,0.877711
1193,1.684833,1.401700,HWC,0.529626,1.159130,0.892332,1.624754
1194,1.431004,1.626124,MGC,0.790384,0.426124,1.131043,0.692931
1195,1.646140,1.492839,HWC,0.502099,0.981083,0.826526,1.464599
1196,1.406086,1.752299,MGC,0.526451,0.404474,0.740235,0.708760
1197,1.616925,1.946774,MGC,0.445249,0.258189,0.719934,0.502636
1199,1.514313,1.294816,HWC,0.529422,0.809977,0.801710,1.048772
12,1.927520,2.048223,MGC,0.345653,0.307789,0.666253,0.630421
120,1.512275,1.787470,MGC,0.571129,0.422557,0.863704,0.755309
1200,1.325772,2.088092,MGC,0.768313,0.275693,1.018608,0.575673
1201,1.613227,1.549672,HWC,0.456766,0.712223,0.736866,1.103711
1202,1.353857,1.707934,MGC,0.840771,0.484016,1.138284,0.826668
1203,1.524774,1.618426,MGC,0.678946,0.849403,1.035239,1.374695
1207,1.544168,1.822512,MGC,0.461419,0.319064,0.712509,0.581498
1209,1.470804,1.571363,MGC,0.588134,0.488445,0.865031,0.767525
121,2.023897,1.939809,HWC,0.256204,0.299842,0.518531,0.581635
1212,1.609164,2.417246,MGC,0.475845,0.243595,0.765712,0.588830
1213,1.763605,1.583968,HWC,0.272273,0.401288,0.480182,0.635627
1214,1.509804,1.706207,MGC,0.569876,0.464795,0.860401,0.793037
1215,1.516480,1.505428,HWC,0.581041,0.799494,0.881137,1.203581
1216,1.445490,1.755928,MGC,0.541198,0.445434,0.782296,0.782150
1217,1.230369,1.409588,MGC,0.890945,0.846014,1.096191,1.192532
1218,1.291575,1.205357,HWC,0.804489,1.137259,1.039058,1.370803
1223,1.517895,2.454632,MGC,0.836803,0.226643,1.270179,0.556325
1224,1.177280,2.670612,MGC,0.744295,0.160512,0.876243,0.428665
1225,2.035152,1.512636,HWC,0.307334,0.683642,0.625471,1.034102
1226,1.272185,1.286617,MGC,0.715469,1.083488,0.910209,1.394034
1227,1.469656,1.735269,MGC,0.781543,0.440915,1.148599,0.765106
1228,1.358745,1.524248,MGC,0.807947,0.590618,1.097794,0.900248
1229,1.371711,1.483914,MGC,0.709634,0.591738,0.973412,0.878088
1230,1.175499,1.431911,MGC,1.045098,0.583831,1.228512,0.835994
1234,1.707047,1.547802,HWC,0.563263,0.795545,0.961516,1.231346
1236,1.553257,1.632940,MGC,0.513408,0.536806,0.797455,0.876572
1237,1.381872,1.480572,MGC,0.740558,0.544450,1.023356,0.806098
1238,1.644908,1.662977,MGC,0.478564,0.505557,0.787193,0.840730
1239,1.334885,1.657009,MGC,0.866624,0.533432,1.156843,0.883902
1240,1.634262,2.756935,MGC,0.500232,0.146503,0.817510,0.403899
1241,1.454331,1.481452,MGC,0.696220,0.698078,1.012534,1.034169
1242,1.432645,1.506905,MGC,0.898656,0.853862,1.287455,1.286689
1244,1.477864,1.527941,MGC,0.666068,0.639451,0.984357,0.977044
1245,2.119427,3.921454,MGC,0.311665,0.052389,0.660551,0.205443
1246,1.673077,1.864922,MGC,0.411726,0.486139,0.688849,0.906611
1247,1.406792,2.429224,MGC,0.775616,0.249707,1.091131,0.606594
1248,1.371723,2.322942,MGC,0.525038,0.255228,0.720206,0.592880
125,1.561461,3.428343,MGC,0.274457,0.105618,0.428553,0.362095
1251,1.647331,2.461354,MGC,0.401910,0.216407,0.662078,0.532653
1252,1.384844,1.355682,HWC,0.717280,0.875961,0.993321,1.187524
1253,1.372252,1.420972,MGC,0.951830,1.015261,1.306150,1.442657
1255,1.394629,1.516240,MGC,0.779537,0.627289,1.087165,0.951120
1256,1.556750,1.622347,MGC,0.417156,0.629042,0.649408,1.020525
1257,1.458474,2.109740,MGC,0.534456,0.241723,0.779490,0.509972
1258,1.295305,1.587820,MGC,0.806307,0.685005,1.044413,1.087664
1259,1.472339,1.412784,HWC,0.461748,0.671748,0.679850,0.949035
126,1.434241,1.527840,MGC,0.656539,0.659157,0.941636,1.007086
1260,1.495810,1.565625,MGC,0.723045,0.700849,1.081538,1.097266
1263,1.556484,1.675577,MGC,0.583010,0.508560,0.907446,0.852132
1265,1.495236,1.903643,MGC,0.540096,0.171401,0.807571,0.326286
1266,1.355803,1.465457,MGC,0.715183,0.744946,0.969646,1.091686
1267,1.782176,1.888923,MGC,0.431500,0.430565,0.769009,0.813304
1268,1.293210,1.604484,MGC,0.864924,0.500750,1.118528,0.803445
127,1.590935,2.050807,MGC,0.576473,0.358912,0.917131,0.736060
1270,1.540021,1.685161,MGC,0.439534,0.491287,0.676891,0.827898
1271,1.456556,1.413147,HWC,0.650396,0.815467,0.947339,1.152375
1272,1.604763,1.727514,MGC,0.595697,0.518403,0.955952,0.895548
1274,1.866913,2.171455,MGC,0.436358,0.413007,0.814643,0.896826
1277,1.307443,1.235490,HWC,0.782135,1.132576,1.022596,1.399286
128,1.443602,1.520009,MGC,0.698954,0.551253,1.009011,0.837910
1280,1.369989,1.523392,MGC,0.820458,0.677720,1.124018,1.032434
1281,1.610740,1.708785,MGC,0.337890,0.292913,0.544254,0.500526
1282,1.254798,1.262716,MGC,0.869111,1.064598,1.090559,1.344285
1284,1.379232,1.406433,MGC,0.776895,0.781100,1.071517,1.098564
1285,1.417862,2.520492,MGC,0.795827,0.092286,1.128373,0.232606
1286,1.322888,1.547413,MGC,0.785115,0.506321,1.038619,0.783488
1288,1.836427,2.190542,MGC,0.343725,0.217100,0.631226,0.475568
129,1.301483,2.167878,MGC,0.748066,0.366154,0.973595,0.793777
1290,1.665159,2.237176,MGC,0.591953,0.331527,0.985696,0.741684
1294,1.687841,1.731506,MGC,0.528368,0.527231,0.891801,0.912904
1296,1.480849,1.335941,HWC,0.538750,0.798841,0.797807,1.067205
1297,1.383613,1.265745,HWC,0.724932,1.090491,1.003025,1.380284
1299,1.273533,1.344328,MGC,0.612369,0.959564,0.779872,1.289969
130,1.855138,1.900928,MGC,0.467506,0.459451,0.867289,0.873382
1300,1.516714,1.765684,MGC,0.518395,0.522053,0.786256,0.921781
1302,1.353087,1.347788,HWC,0.890365,1.103676,1.204741,1.487522
1303,1.540588,1.726012,MGC,0.581682,0.419307,0.896132,0.723729
1304,1.498283,1.792019,MGC,0.544773,0.387654,0.816224,0.694684
1305,1.721554,1.879102,MGC,0.404008,0.403337,0.695521,0.757912
1306,1.343062,1.758789,MGC,0.595783,0.439836,0.800173,0.773579
1307,1.817775,1.770059,HWC,0.536701,0.570944,0.975602,1.010605
1308,1.636986,2.283176,MGC,0.482993,0.330998,0.790652,0.755727
1309,1.460338,1.451736,HWC,0.962410,1.174481,1.405445,1.705036
131,1.263226,1.310715,MGC,1.003862,0.893435,1.268105,1.171038
1311,1.417123,1.486072,MGC,0.643358,0.755679,0.911717,1.122993
1313,1.315767,1.766186,MGC,0.790762,0.540339,1.040458,0.954340
1314,1.259973,1.643852,MGC,1.118700,0.534879,1.409532,0.879262
1315,1.556141,1.803621,MGC,0.575107,0.435154,0.894948,0.784853
1317,1.358621,1.450322,MGC,1.017369,0.920844,1.382219,1.335520
1318,1.376921,1.743700,MGC,0.757652,0.626575,1.043227,1.092558
1319,1.322120,1.342525,MGC,0.808860,0.890369,1.069409,1.195343
132,1.484417,1.428789,HWC,0.518355,0.655096,0.769456,0.935995
1320,1.405118,1.528220,MGC,0.672779,0.498808,0.945334,0.762289
1322,1.488509,1.432164,HWC,0.577527,0.723619,0.859654,1.036341
1323,1.384940,1.400835,MGC,0.843222,0.953314,1.167812,1.335436
1324,1.635371,2.122623,MGC,0.535754,0.330254,0.876156,0.701006
1325,1.548116,1.667692,MGC,0.500704,0.396097,0.775149,0.660568
1327,1.236913,1.226727,HWC,1.128826,1.551576,1.396260,1.903360
1328,1.502840,1.491452,HWC,0.538282,0.902901,0.808952,1.346632
1329,1.561417,1.630988,MGC,0.647060,0.593980,1.010331,0.968775
133,1.568399,1.687308,MGC,0.523418,0.515728,0.820928,0.870191
1334,1.646235,1.651549,MGC,0.373727,0.496354,0.615242,0.819754
1335,1.565074,1.618296,MGC,0.462386,0.495691,0.723669,0.802175
1336,1.460140,1.520033,MGC,0.677054,0.657011,0.988593,0.998679
1338,1.390691,1.328888,HWC,0.746481,1.003766,1.038125,1.333893
1339,1.559400,1.604500,MGC,0.729966,0.648070,1.138308,1.039828
134,1.427756,1.428620,MGC,0.707882,0.693845,1.010683,0.991240
1340,1.396683,1.428153,MGC,0.704833,1.048213,0.984428,1.497009
1345,1.405942,1.498351,MGC,0.770939,0.960357,1.083895,1.438951
1347,1.558457,2.364211,MGC,0.590811,0.238357,0.920754,0.563526
1348,1.638315,1.468303,HWC,0.422500,1.106843,0.692188,1.625181
1349,1.284260,1.626862,MGC,0.844376,0.514315,1.084398,0.836719
135,1.190677,1.464255,MGC,1.425799,0.924761,1.697666,1.354085
1350,1.418954,1.997685,MGC,0.759586,0.322749,1.077817,0.644751
1351,1.477547,1.951326,MGC,0.594162,0.319332,0.877902,0.623121
1352,1.346071,1.373542,MGC,0.858547,0.957697,1.155665,1.315437
1353,1.530427,1.504018,HWC,0.491204,0.538952,0.751752,0.810594
1354,1.514715,1.495472,HWC,0.620629,0.711572,0.940076,1.064135
1356,1.667955,1.362513,HWC,0.537704,1.042565,0.896867,1.420508
1357,1.430221,4.228827,MGC,0.916489,0.062477,1.310782,0.264203
1359,1.726629,2.082279,MGC,0.446027,0.303757,0.770123,0.632506
136,1.332603,1.326152,HWC,0.672705,0.908725,0.896448,1.205107
1360,1.585340,1.803707,MGC,0.639567,0.436849,1.013931,0.787947
1361,1.835189,1.970232,MGC,0.499608,0.426772,0.916875,0.840840
1363,1.366675,1.511897,MGC,0.792329,0.680786,1.082856,1.029278
1364,1.583465,1.538743,HWC,0.471390,0.782486,0.746430,1.204045
1367,1.435801,1.464401,MGC,0.825835,0.738758,1.185735,1.081839
1368,1.405711,2.133923,MGC,0.565232,0.227555,0.794553,0.485586
1371,1.516861,1.680851,MGC,0.788720,0.742986,1.196379,1.248849
1372,1.356853,1.781801,MGC,0.787515,0.389493,1.068543,0.693999
1373,1.598125,1.478242,HWC,0.522352,0.651941,0.834784,0.963726
1375,1.351874,1.251195,HWC,0.498762,1.051242,0.674264,1.315309
1378,1.502395,1.393430,HWC,0.557355,0.949593,0.837368,1.323190
138,1.400434,1.442298,MGC,0.843620,0.908857,1.181435,1.310842
1380,1.493560,1.500612,MGC,0.473522,0.570927,0.707234,0.856740
1381,1.571662,1.761835,MGC,0.344108,0.503673,0.540821,0.887389
1382,1.337816,1.339621,MGC,0.778010,0.904687,1.040835,1.211938
1383,3.856612,4.462221,MGC,0.107402,0.088523,0.414206,0.395007
1384,1.310469,5.825312,MGC,0.664558,0.104235,0.870883,0.607200
1388,1.322832,1.571649,MGC,0.699275,0.421274,0.925024,0.662094
1389,1.341204,1.290347,HWC,0.623201,0.927524,0.835839,1.196827
1391,1.754597,1.852563,MGC,0.385577,0.390193,0.676532,0.722857
1392,1.496948,1.592448,MGC,0.439220,0.375618,0.657489,0.598152
1393,1.243424,1.389181,MGC,0.687323,0.612888,0.854635,0.851413
1394,1.625996,1.934858,MGC,0.465158,0.797839,0.756344,1.543705
1395,1.128488,1.215733,MGC,1.015985,0.681179,1.146527,0.828132
1399,1.537647,1.525804,HWC,0.496195,0.528565,0.762973,0.806487
140,1.430209,1.543311,MGC,0.814542,0.914840,1.164965,1.411882
1400,1.596752,2.165806,MGC,0.482687,0.285922,0.770731,0.619252
1401,1.608661,1.641410,MGC,0.458946,0.656474,0.738289,1.077542
1402,1.565636,1.861828,MGC,0.429765,0.374090,0.672855,0.696492
1404,1.391709,1.398657,MGC,0.761456,0.727524,1.059724,1.017556
1405,1.435732,1.775412,MGC,0.520405,0.525909,0.747161,0.933706
1406,1.418747,1.596022,MGC,0.619817,0.484293,0.879363,0.772942
1407,1.487796,1.453308,HWC,0.727263,0.895478,1.082019,1.301406
1408,1.271608,1.339278,MGC,1.392479,1.396560,1.770688,1.870381
1410,1.521164,1.538372,MGC,0.534081,0.665036,0.812425,1.023073
1411,1.588871,1.621520,MGC,0.527599,0.564649,0.838287,0.915590
1413,1.452806,2.230089,MGC,0.604261,0.256587,0.877874,0.572213
1414,1.468225,1.430144,HWC,0.898262,0.971212,1.318850,1.388973
1415,1.379649,1.441300,MGC,0.631731,0.552145,0.871567,0.795806
1417,1.548016,1.660531,MGC,0.556548,0.485781,0.861545,0.806654
1418,1.423253,2.516876,MGC,0.701798,0.158247,0.998835,0.398289
1419,1.576852,1.646456,MGC,0.609192,0.750478,0.960606,1.235629
142,1.592132,1.672920,MGC,0.438440,0.497830,0.698054,0.832830
1421,1.357389,1.546198,MGC,0.728943,0.684241,0.989459,1.057972
1422,1.518386,1.682365,MGC,0.720820,0.768185,1.094483,1.292367
1423,1.643735,2.467906,MGC,0.419454,0.175281,0.689472,0.432577
1428,2.148819,2.576921,MGC,0.390808,0.232350,0.839775,0.598748
1429,1.317669,1.418998,MGC,0.548283,0.557483,0.722455,0.791067
1435,1.373960,1.432619,MGC,0.716413,0.723755,0.984323,1.036866
1438,1.563759,2.111736,MGC,0.454552,0.271148,0.710810,0.572593
1441,1.282472,1.259409,HWC,1.121102,1.170487,1.437782,1.474122
1442,1.350120,2.126400,MGC,0.672172,0.192137,0.907513,0.408561
1444,1.322456,1.806689,MGC,0.699264,0.351129,0.924745,0.634381
1445,1.405708,1.686342,MGC,0.668428,0.552457,0.939614,0.931632
1448,2.293160,2.354937,MGC,0.278039,0.271990,0.637587,0.640518
1449,1.714937,1.727140,MGC,0.523850,0.614276,0.898369,1.060942
145,1.600043,1.693990,MGC,0.471139,0.554488,0.753843,0.939297
1450,1.796734,1.766133,HWC,0.440620,0.496048,0.791676,0.876087
1451,1.251994,3.101198,MGC,1.100768,0.127212,1.378155,0.394509
1452,1.430680,1.597643,MGC,0.861444,0.697271,1.232451,1.113990
1453,1.500565,1.787272,MGC,0.562910,0.475543,0.844682,0.849925
1456,1.753106,2.133321,MGC,0.401990,0.440904,0.704731,0.940591
1457,1.499563,1.635782,MGC,0.491372,0.481344,0.736844,0.787374
1458,1.361585,1.615670,MGC,0.829827,0.628810,1.129880,1.015949
1460,1.657265,2.032092,MGC,0.372502,0.232469,0.617334,0.472399
1465,1.568565,2.158188,MGC,0.676463,0.273362,1.061076,0.589967
1466,1.500363,1.506834,MGC,0.796403,0.740100,1.194893,1.115208
1467,1.522087,1.727447,MGC,0.665981,0.591968,1.013682,1.022594
1468,1.346105,1.852096,MGC,0.826659,0.533786,1.112770,0.988623
1469,1.381912,1.526549,MGC,0.405639,0.349690,0.560557,0.533819
1470,1.897443,1.988528,MGC,0.310506,0.396603,0.589167,0.788656
1471,1.494804,1.589829,MGC,0.502314,0.516959,0.750861,0.821877
1472,1.432732,2.203746,MGC,0.772487,0.256150,1.106766,0.564489
1473,1.565532,2.391419,MGC,0.457423,0.229632,0.716110,0.549146
1476,1.715221,4.316300,MGC,0.381098,0.078143,0.653667,0.337290
1478,1.270483,1.382122,MGC,1.042238,0.926915,1.324145,1.281109
1479,1.804167,1.972795,MGC,0.323211,0.303151,0.583126,0.598055
148,1.354992,1.556872,MGC,0.681286,0.792755,0.923137,1.234218
1480,1.391614,2.977271,MGC,0.688334,0.103260,0.957895,0.307432
1481,1.398920,1.456060,MGC,0.668985,0.577320,0.935856,0.840613
1482,1.369701,1.296676,HWC,0.776185,1.123681,1.063141,1.457050
1484,1.508513,1.512642,MGC,0.434450,0.455718,0.655373,0.689338
1485,1.363412,1.396253,MGC,0.733287,0.998332,0.999772,1.393924
1486,1.553130,1.727247,MGC,0.464833,0.375769,0.721947,0.649045
1487,1.740174,2.354755,MGC,0.546567,0.212483,0.951122,0.500344
1488,1.785214,1.881495,MGC,0.297597,0.327239,0.531274,0.615699
1489,1.440343,1.569090,MGC,0.578857,0.530483,0.833753,0.832375
1490,1.719031,1.600322,HWC,0.482439,0.540336,0.829328,0.864712
1492,1.493112,1.800346,MGC,0.464715,0.391761,0.693872,0.705305
1493,1.447595,1.731602,MGC,0.550638,0.403950,0.797101,0.699481
1494,1.321800,2.632080,MGC,0.732507,0.171555,0.968228,0.451546
1496,1.429292,1.328341,HWC,0.742050,1.275396,1.060606,1.694160
150,1.572857,1.731763,MGC,0.495318,0.371239,0.779064,0.642898
1502,1.402955,1.539115,MGC,0.543902,0.509928,0.763070,0.784838
1504,1.536445,1.756172,MGC,0.602687,0.438854,0.925996,0.770702
1505,1.299347,1.741334,MGC,1.139329,0.679324,1.480384,1.182930
1506,1.525065,1.467727,HWC,0.531099,0.651415,0.809961,0.956099
1508,1.514668,1.723637,MGC,0.755996,0.660323,1.145083,1.138156
1510,1.481074,1.545396,MGC,0.757882,0.815779,1.122479,1.260701
1511,1.371219,1.611589,MGC,0.962126,0.609483,1.319286,0.982236
1513,1.671382,1.503335,HWC,0.553263,0.827415,0.924715,1.243881
1514,1.816808,2.899870,MGC,0.378499,0.194914,0.687660,0.565225
1515,1.297017,1.483850,MGC,0.872313,0.614208,1.131404,0.911392
1516,1.474595,1.885658,MGC,0.931106,0.629003,1.373004,1.186085
1517,1.281585,1.571813,MGC,0.934773,0.530459,1.197991,0.833782
1518,1.341784,1.589396,MGC,0.777996,0.527239,1.043902,0.837992
152,1.324621,1.485628,MGC,0.776631,0.563604,1.028742,0.837306
1520,1.622035,1.904763,MGC,0.572955,0.466158,0.929354,0.887920
1521,1.424086,3.360799,MGC,0.550399,0.093686,0.783815,0.314860
1522,1.464060,1.474449,MGC,0.620533,0.648216,0.908498,0.955761
1526,1.363793,1.554490,MGC,0.639192,0.594327,0.871725,0.923876
1527,1.219728,1.255982,MGC,0.812892,0.998023,0.991507,1.253499
1529,1.882753,2.005707,MGC,0.327415,0.373274,0.616442,0.748679
