index,source_line_no,hwc_npr,mgc_npr,winner,hwc_logrank,mgc_logrank,hwc_perturbed_logrank,mgc_perturbed_logrank
515,2396,1.209026,2.092824,MGC,1.004300,0.276505,1.214224,0.578677
516,2402,1.518630,2.113067,MGC,0.655072,0.254769,0.994811,0.538344
517,2405,1.432732,1.953365,MGC,0.717226,0.590831,1.027593,1.154108
518,2407,1.197094,1.437600,MGC,1.285913,0.876767,1.539359,1.260440
519,2409,1.877845,1.940990,MGC,0.325566,0.276808,0.611363,0.537281
520,2410,1.487658,2.088170,MGC,0.704380,0.299271,1.047876,0.624928
521,2414,1.481848,2.695396,MGC,0.646233,0.112224,0.957619,0.302488
522,2424,1.538288,2.117421,MGC,0.224413,0.183071,0.345211,0.387638
523,2426,1.294894,1.504223,MGC,0.922714,0.311383,1.194816,0.468389
524,2427,1.628360,1.956438,MGC,0.536092,0.414333,0.872950,0.810617
525,2428,1.208444,3.373572,MGC,0.707107,0.079837,0.854500,0.269337
526,2433,1.209789,1.515087,MGC,1.042214,0.493329,1.260860,0.747436
527,2441,1.310910,1.911470,MGC,0.742658,0.351486,0.973557,0.671855
528,2445,1.147961,2.126321,MGC,1.361458,0.269880,1.562900,0.573851
529,2449,1.632146,2.081182,MGC,0.678433,0.237797,1.107301,0.494899
530,2463,1.115676,1.469421,MGC,0.896084,0.618084,0.999739,0.908225
531,2466,1.856950,2.107879,MGC,0.293120,0.227943,0.544309,0.480476
532,2470,1.124275,1.779016,MGC,1.274798,0.389857,1.433223,0.693561
533,2476,1.939255,3.337082,MGC,0.321407,0.117122,0.623290,0.390845
534,2479,1.382610,1.741068,MGC,0.832466,0.470708,1.150976,0.819534
535,2481,1.471183,2.076126,MGC,0.634705,0.181690,0.933767,0.377211
536,2493,1.231637,1.591177,MGC,1.328816,0.355024,1.636618,0.564906
537,2495,1.492670,2.313345,MGC,0.675240,0.196760,1.007911,0.455174
538,2497,1.712988,2.053538,MGC,0.284022,0.279473,0.486526,0.573909
539,2508,1.208792,3.563406,MGC,0.988652,0.144879,1.195075,0.516264
540,2512,1.569189,1.972341,MGC,0.445343,0.209868,0.698827,0.413932
541,2513,1.867441,1.554889,HWC,0.306183,0.431911,0.571778,0.671574
542,2514,1.402065,1.383807,HWC,0.884186,0.343091,1.239687,0.474772
543,2518,1.193140,1.799026,MGC,1.175422,0.263663,1.402443,0.474337
544,2533,1.420037,1.772328,MGC,0.884766,0.275018,1.256401,0.487422
545,2535,1.215741,1.451029,MGC,0.842662,0.468402,1.024458,0.679665
546,2536,1.377914,1.688765,MGC,0.670151,0.449217,0.923411,0.758622
547,2537,1.280426,2.622797,MGC,0.845131,0.263076,1.082127,0.689994
548,2540,1.409709,1.744619,MGC,0.669266,0.453247,0.943470,0.790744
549,2541,1.241576,2.325896,MGC,1.201630,0.204539,1.491914,0.475735
550,2545,1.559052,2.123543,MGC,0.453915,0.235790,0.707677,0.500711
551,2567,1.383993,1.848064,MGC,0.713695,0.304611,0.987749,0.562941
552,2571,1.336454,1.960287,MGC,0.726791,0.269283,0.971323,0.527872
553,2575,1.636924,2.258357,MGC,0.322766,0.171129,0.528343,0.386470
554,2580,1.311586,1.843901,MGC,1.073711,0.477382,1.408263,0.880245
555,2581,1.353656,1.624602,MGC,0.728133,0.397434,0.985642,0.645673
556,2591,1.582714,2.238998,MGC,0.657384,0.299293,1.040451,0.670115
557,2593,1.216771,2.581787,MGC,0.969991,0.311457,1.180258,0.804115
558,2595,1.650937,2.048506,MGC,0.399674,0.190793,0.659836,0.390840
559,2597,1.240230,2.010018,MGC,0.664666,0.204387,0.824339,0.410822
560,2609,1.246981,1.145210,HWC,1.233228,1.767557,1.537813,2.024223
561,2613,1.745420,1.817701,MGC,0.551419,0.425554,0.962458,0.773531
562,2621,1.228389,1.999246,MGC,0.776423,0.380897,0.953749,0.761508
563,2623,1.540135,1.415532,HWC,0.660249,0.672407,1.016872,0.951814
564,2629,1.426004,2.217043,MGC,0.796451,0.190883,1.135742,0.423196
565,2631,1.295385,1.930288,MGC,0.929551,0.348470,1.204127,0.672647
566,2635,1.282857,1.752492,MGC,0.804927,0.314215,1.032607,0.550659
567,2636,1.596644,2.011198,MGC,0.604240,0.422556,0.964756,0.849844
568,2638,1.233582,2.179650,MGC,1.405623,0.335260,1.733951,0.730749
569,2639,1.689538,1.897731,MGC,0.396470,0.249727,0.669851,0.473914
570,2647,1.430621,1.937616,MGC,0.538917,0.264940,0.770986,0.513351
571,2651,1.475288,2.150866,MGC,0.640475,0.219653,0.944886,0.472444
572,2654,1.294653,2.196094,MGC,0.886217,0.234846,1.147344,0.515745
573,2662,1.340896,1.590255,MGC,0.987271,0.370489,1.323828,0.589173
574,2675,1.236304,2.096443,MGC,0.556141,0.175196,0.687559,0.367288
575,2677,1.215590,1.503228,MGC,1.130201,0.370440,1.373862,0.556856
576,2685,1.239205,2.410617,MGC,0.959086,0.145373,1.188504,0.350438
577,2689,1.722698,1.742857,MGC,0.327377,0.356793,0.563972,0.621839
578,2699,1.236000,2.391209,MGC,1.199620,0.177584,1.482730,0.424641
579,2704,1.233095,2.362269,MGC,0.737039,0.221176,0.908839,0.522478
580,2706,1.202280,3.224296,MGC,1.235484,0.167457,1.485397,0.539931
581,2711,1.148043,1.940927,MGC,1.268032,0.386521,1.455755,0.750210
582,2713,1.278944,1.365840,MGC,0.839072,0.770934,1.073126,1.052972
583,2721,1.348261,1.671970,MGC,0.859076,0.211793,1.158259,0.354112
584,2726,1.649371,1.901990,MGC,0.697202,0.443188,1.149945,0.842939
585,2729,1.253745,1.940070,MGC,0.798770,0.323796,1.001454,0.628186
586,2747,1.504824,1.716823,MGC,0.429372,0.559669,0.646129,0.960852
587,2748,1.312627,1.359556,MGC,1.178391,0.897714,1.546788,1.220492
588,2754,1.385428,1.717787,MGC,0.901547,0.497882,1.249028,0.855255
589,2756,1.222623,1.682532,MGC,0.992676,0.555543,1.213669,0.934719
590,2758,1.211100,1.804698,MGC,1.479726,0.529542,1.792097,0.955664
591,2777,1.446041,1.399890,HWC,0.576532,0.585752,0.833688,0.819989
592,2779,1.537086,2.543921,MGC,0.678886,0.195542,1.043506,0.497443
593,2786,1.384850,2.114841,MGC,0.677524,0.345019,0.938268,0.729660
594,2788,1.314039,1.595916,MGC,0.705505,0.444295,0.927061,0.709057
595,2789,1.368000,1.830521,MGC,0.717250,0.404980,0.981198,0.741324
596,2792,1.403730,1.714724,MGC,0.813602,0.523331,1.142077,0.897368
597,2795,1.437048,1.435403,HWC,0.905352,0.716365,1.301034,1.028273
598,2796,1.502595,2.438625,MGC,0.356601,0.250816,0.535827,0.611646
599,2799,1.827523,1.852196,MGC,0.216221,0.217900,0.395149,0.403594
600,2811,1.710871,2.246053,MGC,0.477505,0.232928,0.816949,0.523168
601,2816,2.107004,2.153701,MGC,0.125723,0.184849,0.264899,0.398109
602,2819,1.201103,1.465076,MGC,1.285913,0.508069,1.544513,0.744359
603,2820,1.346329,1.987307,MGC,0.581399,0.249716,0.782754,0.496263
604,2821,1.566164,1.815396,MGC,0.420996,0.307466,0.659349,0.558173
605,2822,1.196364,2.382299,MGC,0.643939,0.153341,0.770385,0.365305
606,2824,1.242367,1.495279,MGC,0.886680,0.627626,1.101583,0.938476
607,2825,1.371759,3.550245,MGC,0.636863,0.086693,0.873623,0.307783
608,2826,1.358119,1.884065,MGC,0.756971,0.375073,1.028056,0.706663
609,2827,1.258162,1.965301,MGC,1.030053,0.333035,1.295974,0.654513
610,2833,1.455756,2.609695,MGC,0.471336,0.176969,0.686150,0.461834
611,2837,1.315304,2.008354,MGC,0.978073,0.243826,1.286464,0.489688
612,2845,1.405156,2.272994,MGC,0.563864,0.194179,0.792317,0.441367
613,2846,1.333760,1.261621,HWC,0.833330,0.499867,1.111463,0.630642
614,2847,1.369478,1.812431,MGC,0.603253,0.331814,0.826142,0.601390
615,2856,1.494119,1.793499,MGC,0.457885,0.364724,0.684134,0.654132
616,2862,1.481807,1.838933,MGC,0.517331,0.323337,0.766585,0.594596
617,2863,1.321824,2.085316,MGC,0.731481,0.294289,0.966889,0.613686
618,2869,1.281881,1.548263,MGC,0.851911,0.712145,1.092049,1.102587
619,2872,1.392902,1.957176,MGC,0.896655,0.340129,1.248953,0.665693
620,2876,1.705627,1.823011,MGC,0.331586,0.427703,0.565562,0.779707
621,2879,1.521951,1.791413,MGC,0.630760,0.262656,0.959986,0.470525
622,2887,1.404021,1.543769,MGC,0.865895,0.680045,1.215734,1.049832
623,2890,1.461666,2.652782,MGC,0.508390,0.134423,0.743096,0.356596
624,2892,1.737109,3.139460,MGC,0.426401,0.110957,0.740705,0.348345
625,2893,1.275481,2.529188,MGC,1.191941,0.196240,1.520298,0.496328
626,2901,1.341956,1.643351,MGC,0.983152,0.595907,1.319347,0.979284
627,2905,1.495326,1.727269,MGC,0.888910,0.539564,1.329209,0.931973
628,2943,1.324897,1.872243,MGC,0.808288,0.441766,1.070899,0.827093
629,2946,1.418172,1.927984,MGC,0.730594,0.340524,1.036108,0.656525
630,2956,1.711204,2.210492,MGC,0.524787,0.212063,0.898018,0.468763
631,2967,1.385676,2.247250,MGC,0.711194,0.186181,0.985485,0.418395
632,2974,1.316049,1.484147,MGC,0.745825,0.450205,0.981543,0.668171
633,2977,1.419067,1.898108,MGC,0.743899,0.333492,1.055642,0.633004
634,2983,1.370568,2.047015,MGC,0.962568,0.284879,1.319266,0.583151
635,2984,1.485782,3.030636,MGC,0.513669,0.136839,0.763200,0.414710
636,2988,1.274806,1.810997,MGC,0.940207,0.318265,1.198582,0.576377
637,2991,1.499625,1.845707,MGC,0.470533,0.438616,0.705624,0.809556
