line_num,human_npr,lm_npr,winner,human_n_chunks_scored,lm_n_chunks_scored,human_n_lowconf,lm_n_lowconf
1209,1.520398,1.469563,HWC,1,1,0,0
121,1.557464,1.645222,MGC,2,1,0,0
1212,1.541102,2.069602,MGC,1,2,0,0
1213,1.537604,1.157744,HWC,1,1,0,0
1214,1.402188,1.371478,HWC,1,1,0,0
1215,1.469104,1.057722,HWC,1,1,0,0
1216,1.218430,1.383883,MGC,1,1,0,0
1217,1.147942,1.557198,MGC,1,1,0,0
1218,1.248057,1.615546,MGC,4,1,0,0
1223,1.221555,1.881449,MGC,1,2,0,0
1224,1.073001,2.530659,MGC,3,4,0,0
1225,1.941798,nan,HWC,2,0,0,0
1226,1.141508,1.155558,MGC,4,1,0,0
1227,1.250304,1.642795,MGC,1,1,0,0
1228,1.255434,1.506315,MGC,1,1,0,0
1229,1.118495,1.141916,MGC,1,1,0,0
1230,1.091670,1.260218,MGC,1,1,0,0
1234,1.677428,1.183253,HWC,1,1,0,0
1236,1.489418,1.429839,HWC,2,1,0,0
1237,1.231817,1.514826,MGC,1,1,0,0
1238,1.690526,1.575727,HWC,1,1,0,0
1239,1.308206,1.815332,MGC,1,1,0,0
1240,1.586500,1.839148,MGC,1,3,0,0
1241,1.396207,1.328989,HWC,1,1,0,0
1242,1.234112,1.238131,MGC,1,1,0,0
1244,1.421900,1.726901,MGC,3,2,0,0
1245,1.378602,2.538113,MGC,2,4,0,0
1246,1.717051,1.142397,HWC,1,1,0,0
1247,1.201288,1.940049,MGC,1,2,0,0
1248,1.353221,2.127693,MGC,1,1,0,0
125,1.462289,nan,HWC,2,0,0,0
1251,1.432526,2.241738,MGC,2,1,0,0
1252,1.265350,1.504914,MGC,3,1,0,0
1253,1.234841,1.107030,HWC,1,1,0,0
1255,1.269547,1.265384,HWC,1,1,0,0
1256,1.469871,1.186692,HWC,4,1,0,0
1257,1.296093,2.165717,MGC,2,2,0,0
1258,1.218314,1.721107,MGC,4,1,0,0
1259,1.413898,1.317857,HWC,2,1,0,0
126,1.407621,1.352406,HWC,1,1,0,0
1260,1.274897,1.213233,HWC,1,1,0,0
1263,1.218930,1.422283,MGC,1,1,0,0
1265,1.848754,2.599051,MGC,3,2,0,0
1266,1.219504,1.346852,MGC,3,1,0,0
1267,1.613814,1.931158,MGC,1,1,0,0
1268,1.168714,1.393357,MGC,1,1,0,0
127,1.234763,1.410988,MGC,1,1,0,0
1270,1.306700,1.467615,MGC,2,1,0,0
1271,1.406092,1.603407,MGC,2,1,0,0
1272,1.478224,1.560099,MGC,1,1,0,0
1274,1.695429,1.940882,MGC,1,1,0,0
1277,1.343566,1.035145,HWC,1,1,0,0
128,1.467840,1.366633,HWC,1,1,0,0
1280,1.344663,1.555496,MGC,1,1,0,0
1281,1.116606,1.241359,MGC,1,1,0,0
1282,1.201963,1.166440,HWC,2,1,0,0
1284,1.209075,1.239882,MGC,1,1,0,0
1285,1.402765,2.267029,MGC,1,3,0,0
1286,1.170887,2.167561,MGC,2,1,0,0
1288,1.357109,1.761673,MGC,2,2,0,0
129,1.222240,1.821782,MGC,4,1,0,0
1290,1.090131,1.075619,HWC,1,1,0,0
1294,1.336548,1.063261,HWC,1,1,0,0
1296,1.472452,1.146737,HWC,2,1,0,0
1297,1.340805,1.698641,MGC,7,1,0,0
1299,1.266840,1.231572,HWC,1,1,0,0
130,1.751450,1.528083,HWC,1,1,0,0
1300,1.380155,1.103454,HWC,1,1,0,0
1302,1.248796,1.067740,HWC,1,1,0,0
1303,1.383704,1.896682,MGC,2,1,0,0
1304,1.353572,1.593412,MGC,1,1,0,0
1305,1.940041,2.069575,MGC,1,1,0,0
1306,1.415841,2.483997,MGC,1,1,0,0
1307,1.953160,1.468853,HWC,1,1,0,0
1308,1.387845,1.480156,MGC,2,1,0,0
1309,1.436546,1.310850,HWC,1,1,0,0
131,1.303429,1.308553,MGC,1,1,0,0
1311,1.510513,1.981489,MGC,3,1,0,0
1313,1.239932,1.305365,MGC,1,1,0,0
1314,1.054045,1.401931,MGC,1,1,0,0
1315,1.451860,1.727313,MGC,2,1,0,0
1317,1.274615,1.630553,MGC,1,1,0,0
1318,1.238292,1.485378,MGC,2,1,0,0
1319,1.275168,1.366637,MGC,2,1,0,0
132,1.384663,1.088475,HWC,2,1,0,0
1320,1.275267,1.493023,MGC,2,1,0,0
1322,1.368833,1.567875,MGC,2,1,0,0
1323,1.481898,1.695820,MGC,1,1,0,0
1324,1.406171,1.687393,MGC,1,1,0,0
1325,1.391381,1.716561,MGC,2,2,0,0
1327,1.116294,1.018893,HWC,1,1,0,0
1328,1.260407,1.149189,HWC,4,1,0,0
1329,1.382840,1.279855,HWC,1,1,0,0
133,1.246741,1.391508,MGC,1,1,0,0
1334,1.984918,1.899461,HWC,1,1,0,0
1335,1.426943,1.619493,MGC,2,1,0,0
1336,1.491240,1.695676,MGC,1,1,0,0
1338,1.406267,1.083595,HWC,1,1,0,0
1339,1.691843,1.861509,MGC,1,1,0,0
134,1.378626,1.558099,MGC,1,1,0,0
1340,1.430311,1.186043,HWC,1,1,0,0
1345,1.398478,1.109401,HWC,1,1,0,0
1347,1.429293,1.872624,MGC,1,3,0,0
1348,1.462244,0.969850,HWC,7,1,0,0
1349,1.144717,1.142458,HWC,1,1,0,0
135,1.145423,1.890814,MGC,1,1,0,0
1350,1.286035,1.647983,MGC,1,1,0,0
1351,1.168497,1.631322,MGC,1,1,0,0
1352,1.120226,1.049868,HWC,1,1,0,0
1353,1.608485,1.100451,HWC,1,1,0,0
1354,1.470346,1.491815,MGC,2,1,0,0
1356,1.599141,1.181795,HWC,1,1,0,0
1357,1.166142,2.138602,MGC,1,4,0,0
1359,1.484684,1.612757,MGC,1,1,0,0
136,1.248717,1.100901,HWC,1,1,0,0
1360,1.322903,1.693195,MGC,1,1,0,0
1361,1.285452,1.397282,MGC,1,1,0,0
1363,1.196421,1.484981,MGC,1,1,0,0
1364,1.347373,1.437032,MGC,4,1,0,0
1367,1.276878,1.452569,MGC,1,1,0,0
1368,1.268347,1.619160,MGC,5,5,0,0
1371,1.164446,1.052514,HWC,1,1,0,0
1372,1.328652,1.413865,MGC,1,2,0,0
1373,1.440271,1.593079,MGC,3,1,0,0
1375,1.236537,1.207870,HWC,3,1,0,0
1378,1.523959,1.169836,HWC,2,1,0,0
138,1.307554,1.113158,HWC,1,1,0,0
1380,1.469783,1.649358,MGC,2,1,0,0
1381,1.314723,1.718623,MGC,2,1,0,0
1382,1.219630,1.375140,MGC,2,1,0,0
1383,1.551632,1.549105,HWC,1,1,0,0
1384,1.288323,nan,HWC,1,0,0,0
1388,1.294186,1.429356,MGC,1,1,0,0
1389,1.288714,1.059918,HWC,1,1,0,0
1391,1.435965,1.172767,HWC,1,1,0,0
1392,1.136185,1.292358,MGC,1,1,0,0
1393,1.200134,1.364201,MGC,1,1,0,0
1394,1.335810,0.974026,HWC,1,1,0,0
1395,1.129232,1.443711,MGC,1,1,0,0
1399,1.359103,1.633786,MGC,4,1,0,0
140,1.382727,1.123905,HWC,1,1,0,0
1400,1.340631,1.534195,MGC,2,3,0,0
1401,1.327401,1.185125,HWC,3,1,0,0
1402,1.245875,1.511491,MGC,9,2,0,0
1404,1.493888,1.393393,HWC,1,1,0,0
1405,1.304832,1.459701,MGC,2,1,0,0
1406,1.294701,1.546682,MGC,3,1,0,0
1407,1.473069,1.263294,HWC,1,1,0,0
1408,1.293217,1.170811,HWC,1,1,0,0
1410,1.351818,1.071083,HWC,1,1,0,0
1411,1.403744,1.462695,MGC,5,1,0,0
1413,1.385235,2.228242,MGC,1,1,0,0
1414,1.233181,1.033637,HWC,1,1,0,0
1415,1.297331,1.275958,HWC,1,1,0,0
1417,1.700190,2.400151,MGC,1,1,0,0
1418,1.243409,2.261487,MGC,2,2,0,0
1419,1.257540,1.633604,MGC,1,1,0,0
142,1.420827,1.243450,HWC,2,1,0,0
1421,1.356566,1.206534,HWC,1,1,0,0
1422,1.318258,1.597322,MGC,2,1,0,0
1423,1.299692,1.474886,MGC,6,8,0,0
1428,1.231148,1.784463,MGC,1,1,0,0
1429,1.321281,1.812835,MGC,2,1,0,0
1435,1.324349,1.378053,MGC,2,1,0,0
1438,1.426314,1.405482,HWC,1,1,0,0
1441,1.228618,1.139293,HWC,1,1,0,0
1442,1.334087,1.884103,MGC,1,1,0,0
1444,1.264619,1.587065,MGC,2,2,0,0
1445,1.304407,1.568437,MGC,2,1,0,0
1448,1.744344,1.646887,HWC,1,1,0,0
1449,1.481933,1.176055,HWC,1,1,0,0
145,1.346967,1.369429,MGC,1,1,0,0
1450,1.446439,1.610892,MGC,3,1,0,0
1451,1.263337,nan,HWC,1,0,0,0
1452,1.209981,1.114732,HWC,1,1,0,0
1453,1.459537,1.725210,MGC,2,1,0,0
1456,1.343058,1.452407,MGC,2,1,0,0
1457,1.362872,1.560679,MGC,1,1,0,0
1458,1.234969,1.126561,HWC,1,1,0,0
1460,1.693362,2.072479,MGC,1,1,0,0
1465,1.341750,1.669562,MGC,1,1,0,0
1466,1.559839,1.617405,MGC,1,1,0,0
1467,1.473536,1.348916,HWC,1,1,0,0
1468,1.160350,1.235882,MGC,1,1,0,0
1469,1.216117,1.462777,MGC,1,1,0,0
1470,1.368038,1.881083,MGC,3,1,0,0
1471,1.456005,1.687315,MGC,2,1,0,0
1472,1.156231,1.426870,MGC,1,3,0,0
1473,1.192431,1.860148,MGC,1,1,0,0
1476,1.139222,2.097776,MGC,4,3,0,0
1478,1.305852,1.149833,HWC,3,1,0,0
1479,1.721617,1.666088,HWC,1,1,0,0
148,1.279276,1.529705,MGC,3,1,0,0
1480,1.277636,1.981847,MGC,2,3,0,0
1481,1.382515,1.365847,HWC,2,1,0,0
1482,1.706437,1.149835,HWC,1,1,0,0
1484,1.539068,1.549168,MGC,1,1,0,0
1485,1.195839,1.086401,HWC,1,1,0,0
1486,1.559490,1.684716,MGC,1,2,0,0
1487,1.244675,1.820334,MGC,1,1,0,0
1488,1.469327,1.430777,HWC,2,2,0,0
1489,1.405132,1.772702,MGC,2,1,0,0
1490,1.654763,1.449631,HWC,1,1,0,0
1492,1.265908,1.544012,MGC,4,1,0,0
1493,1.293575,2.594283,MGC,7,1,0,0
1494,1.208571,2.600722,MGC,1,2,0,0
1496,1.303572,1.053276,HWC,2,1,0,0
150,1.619258,1.597774,HWC,2,2,0,0
1502,1.134323,1.289601,MGC,8,2,0,0
1504,1.466766,1.454693,HWC,1,1,0,0
1505,1.148707,1.581989,MGC,1,1,0,0
1506,1.386066,1.079643,HWC,1,1,0,0
1508,1.307763,1.152479,HWC,1,1,0,0
1510,1.336241,1.084887,HWC,1,1,0,0
1511,1.307653,1.081634,HWC,1,1,0,0
1513,1.469399,1.058867,HWC,1,1,0,0
1514,1.423355,1.793470,MGC,1,2,0,0
1515,1.131756,1.500174,MGC,1,1,0,0
1516,1.183822,1.746216,MGC,1,1,0,0
1517,1.230022,1.510070,MGC,1,2,0,0
1518,1.237226,1.570358,MGC,2,2,0,0
152,1.149930,1.308030,MGC,1,1,0,0
1520,1.139849,1.273939,MGC,1,1,0,0
1521,1.335225,3.272478,MGC,2,3,0,0
1522,1.237162,1.198861,HWC,1,1,0,0
1526,1.286870,1.658892,MGC,2,1,0,0
1527,1.144315,1.097494,HWC,1,1,0,0
1529,1.449275,1.234412,HWC,2,1,0,0
153,1.579654,1.552782,HWC,1,1,0,0
1530,1.458221,1.558299,MGC,2,2,0,0
1531,1.280121,1.477522,MGC,1,1,0,0
1532,1.587139,1.666695,MGC,2,2,0,0
1534,1.459743,1.035642,HWC,1,1,0,0
1535,1.235739,1.141343,HWC,1,1,0,0
1536,1.417669,1.853992,MGC,1,1,0,0
1537,1.274910,1.195177,HWC,2,1,0,0
1538,1.363808,1.667401,MGC,1,1,0,0
1539,1.337121,1.475220,MGC,1,1,0,0
1541,1.322933,2.262635,MGC,2,2,0,0
1543,1.504605,2.064044,MGC,1,1,0,0
1544,1.800366,1.082770,HWC,1,1,0,0
1547,1.188964,1.091952,HWC,1,1,0,0
1548,1.135902,1.487435,MGC,1,1,0,0
1549,1.323441,1.174376,HWC,1,1,0,0
155,1.443770,1.660526,MGC,1,1,0,0
1552,1.336593,1.025101,HWC,3,1,0,0
1556,1.098038,3.070593,MGC,5,4,0,0
156,1.265103,1.071718,HWC,1,1,0,0
1561,1.221634,1.442795,MGC,1,1,0,0
1562,1.298596,1.405881,MGC,1,2,0,0
1564,1.296269,1.373989,MGC,1,1,0,0
1569,1.359618,1.068999,HWC,1,1,0,0
1570,1.436965,1.732788,MGC,1,1,0,0
1571,1.277350,1.323860,MGC,1,1,0,0
1574,1.230376,1.728173,MGC,1,1,0,0
1575,1.324432,1.782548,MGC,2,1,0,0
1576,1.207715,1.144581,HWC,1,1,0,0
1577,1.122710,1.114831,HWC,1,1,0,0
1578,1.251813,1.470196,MGC,1,1,0,0
158,1.257728,2.844531,MGC,4,4,0,0
1580,1.308448,1.168386,HWC,3,1,0,0
1583,1.260117,1.113820,HWC,1,1,0,0
1584,1.251227,2.044204,MGC,6,1,0,0
1587,1.416326,2.056383,MGC,5,1,0,0
1589,1.483388,1.523051,MGC,1,1,0,0
1590,1.335640,1.589508,MGC,3,1,0,0
1591,1.659093,1.642546,HWC,1,7,0,0
1593,1.344321,1.819680,MGC,5,2,0,0
1595,1.300994,1.042598,HWC,2,1,0,0
1596,1.282190,1.568258,MGC,1,1,0,0
1597,1.263027,1.192008,HWC,1,1,0,0
1599,1.360164,2.168851,MGC,1,1,0,0
16,1.894913,2.230707,MGC,1,1,0,0
1600,1.298698,1.349624,MGC,2,1,0,0
1601,1.149055,1.409999,MGC,1,1,0,0
1603,1.309608,1.349899,MGC,1,1,0,0
1606,1.121279,1.103431,HWC,1,1,0,0
1608,1.344398,1.319249,HWC,2,1,0,0
1615,1.247059,1.826262,MGC,1,2,0,0
1616,1.321161,1.508814,MGC,2,1,0,0
1617,1.542444,1.809756,MGC,1,1,0,0
1618,1.168465,1.502891,MGC,1,1,0,0
162,1.714204,1.769657,MGC,1,1,0,0
1620,1.340892,1.074896,HWC,1,1,0,0
1621,1.346160,1.350937,MGC,1,1,0,0
1625,1.587663,1.921461,MGC,1,2,0,0
1626,1.113831,1.073605,HWC,1,1,0,0
1628,1.331841,1.311067,HWC,2,1,0,0
1629,1.276987,2.428091,MGC,1,3,0,0
163,1.582524,1.542627,HWC,2,1,0,0
1630,1.306517,1.903885,MGC,4,1,0,0
1631,1.180552,1.515463,MGC,1,1,0,0
1632,1.388028,1.528717,MGC,1,1,0,0
1633,1.457163,1.396335,HWC,1,1,0,0
1635,1.193530,1.569155,MGC,1,1,0,0
1636,1.253751,1.264361,MGC,1,1,0,0
1637,1.226977,1.222498,HWC,2,2,0,0
1638,1.375015,1.917977,MGC,2,1,0,0
1639,1.234828,1.317728,MGC,1,1,0,0
1642,1.503472,1.078998,HWC,1,1,0,0
1644,1.273213,nan,HWC,5,0,0,0
1646,1.280311,1.528875,MGC,1,1,0,0
1647,1.285674,2.070462,MGC,1,1,0,0
1648,1.349104,1.418393,MGC,2,1,0,0
1649,1.316425,1.605004,MGC,1,1,0,0
1650,1.307255,1.353870,MGC,1,1,0,0
1651,1.099076,1.133044,MGC,1,1,0,0
1653,1.262392,1.429226,MGC,3,1,0,0
1655,1.538552,1.956832,MGC,1,1,0,0
1656,1.356036,1.593719,MGC,1,1,0,0
166,1.180539,1.080539,HWC,1,1,0,0
1662,1.376911,1.726638,MGC,1,1,0,0
1663,1.322250,1.591421,MGC,1,1,0,0
1664,1.100682,1.423044,MGC,1,1,0,0
1668,1.166821,1.561605,MGC,1,1,0,0
1669,1.225878,1.353094,MGC,3,1,0,0
167,1.387167,1.318440,HWC,2,1,0,0
1670,1.315039,1.537077,MGC,1,1,0,0
1671,1.380804,1.272979,HWC,1,1,0,0
1673,1.345578,1.656004,MGC,1,1,0,0
1674,1.550467,1.593856,MGC,1,1,0,0
1676,1.395519,1.546485,MGC,1,1,0,0
1677,1.327810,1.667707,MGC,3,2,0,0
1678,1.331013,1.353716,MGC,1,1,0,0
1680,1.437309,2.070281,MGC,2,2,0,0
1681,1.351142,1.629464,MGC,2,1,0,0
1683,1.230811,1.314957,MGC,1,2,0,0
1684,1.403144,1.452937,MGC,8,1,0,0
1685,1.195848,1.084662,HWC,4,1,0,0
1686,1.287503,1.080389,HWC,1,1,0,0
1689,1.238416,1.265638,MGC,1,1,0,0
1691,1.544689,1.862684,MGC,2,2,0,0
1692,1.305894,1.457625,MGC,4,3,0,0
1693,1.136580,1.130356,HWC,1,1,0,0
1694,1.298031,1.469446,MGC,1,2,0,0
1695,1.525004,1.537844,MGC,2,3,0,0
1697,1.314622,1.348552,MGC,3,1,0,0
1699,1.312223,1.051694,HWC,1,1,0,0
17,2.120359,2.199062,MGC,2,1,0,0
1700,1.499303,1.235187,HWC,1,1,0,0
1701,1.257571,1.303131,MGC,1,1,0,0
1702,1.259091,1.588615,MGC,2,1,0,0
1703,1.389675,1.620189,MGC,2,1,0,0
1705,1.266947,1.552330,MGC,2,1,0,0
1706,1.413026,1.194431,HWC,1,1,0,0
1707,1.231821,1.474021,MGC,7,1,0,0
1708,1.467961,1.067012,HWC,2,1,0,0
1709,1.409632,1.515386,MGC,2,1,0,0
1717,1.256883,1.191620,HWC,1,1,0,0
1718,1.351274,1.359292,MGC,1,1,0,0
1719,1.246371,1.837006,MGC,1,1,0,0
1720,1.392567,2.404177,MGC,1,1,0,0
1721,1.299043,1.028739,HWC,2,1,0,0
1722,1.891630,1.117027,HWC,1,1,0,0
1723,1.227542,1.879537,MGC,1,1,0,0
1724,1.365025,1.807241,MGC,2,2,0,0
1726,1.286047,1.418476,MGC,4,1,0,0
1729,1.628086,1.323607,HWC,2,1,0,0
173,1.292252,1.876904,MGC,2,3,0,0
1732,1.194017,1.121191,HWC,1,1,0,0
1733,1.536835,1.506009,HWC,1,1,0,0
1734,1.323453,2.378798,MGC,1,1,0,0
1736,1.406417,1.285688,HWC,1,1,0,0
1737,1.534393,2.061214,MGC,2,1,0,0
1738,2.125820,2.192611,MGC,1,1,0,0
174,1.304811,1.637794,MGC,3,1,0,0
1740,1.256418,1.089952,HWC,1,1,0,0
1742,1.155546,1.758527,MGC,1,4,0,0
1746,1.259624,1.404934,MGC,1,1,0,0
1747,2.421692,1.816493,HWC,1,2,0,0
1748,1.640105,2.142910,MGC,6,2,0,0
1751,1.580792,1.489414,HWC,1,1,0,0
1753,1.263186,1.585213,MGC,2,1,0,0
1756,1.363850,1.089237,HWC,1,1,0,0
1757,1.264139,1.056651,HWC,1,1,0,0
1758,1.269045,1.604182,MGC,1,1,0,0
1759,1.374589,1.681283,MGC,2,1,0,0
176,1.514675,1.130240,HWC,1,1,0,0
1760,1.431413,1.951744,MGC,2,3,0,0
1761,1.553691,1.150231,HWC,1,1,0,0
1762,1.200272,1.052097,HWC,1,1,0,0
1763,1.594267,1.622589,MGC,2,1,0,0
1765,1.278470,1.535052,MGC,1,1,0,0
1766,1.337640,1.956362,MGC,2,2,0,0
1768,1.624824,1.699936,MGC,1,1,0,0
1769,1.254634,1.768337,MGC,2,3,0,0
177,1.454080,1.255055,HWC,1,1,0,0
1770,1.242024,2.232304,MGC,1,1,0,0
1771,1.247877,1.613470,MGC,4,4,0,0
1772,1.308330,1.763050,MGC,6,1,0,0
1773,1.283575,1.508991,MGC,1,1,0,0
1775,1.479077,1.009473,HWC,1,1,0,0
1777,1.180404,1.499688,MGC,1,1,0,0
1780,1.946447,1.892971,HWC,1,1,0,0
1782,1.291445,1.859950,MGC,5,2,0,0
1783,1.216891,1.543623,MGC,1,1,0,0
1786,1.470822,1.902321,MGC,2,1,0,0
1787,1.160388,1.046113,HWC,1,1,0,0
1788,1.412429,1.105772,HWC,1,1,0,0
1789,1.653050,2.222937,MGC,2,1,0,0
1790,1.566519,1.848027,MGC,1,1,0,0
1792,1.201918,1.465127,MGC,1,1,0,0
1795,1.408292,1.450543,MGC,1,1,0,0
1796,1.347381,1.312574,HWC,2,1,0,0
1797,1.289351,1.783634,MGC,1,1,0,0
1799,1.263591,1.731903,MGC,2,3,0,0
18,1.119548,1.548480,MGC,3,1,0,0
180,1.180929,1.688887,MGC,3,1,0,0
1800,1.832999,1.484164,HWC,1,1,0,0
1801,1.422684,1.848109,MGC,3,3,0,0
